,sentence_file,sentence,idiomatic_part,ip_start,ip_length,tags
415,sentence_1630.txt,I hope they're in safe hands.,in safe hands,15,13,"[0, 0, 0, 1, 1, 1]"
416,sentence_1631.txt,"But just to be on the safe side, we're taking the Coal Board to court.",on the safe side,15,16,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
417,sentence_1632.txt,Safety in numbers was an illusion.,Safety in numbers,0,17,"[1, 1, 1, 0, 0, 0]"
418,sentence_1633.txt,"With his own property, it was perhaps easier too for a baron to take risks or sail close to the wind.",sail close to the wind,78,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
419,sentence_1635.txt,"And, of course, there is the moral issue at stake.",at stake,41,8,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
420,sentence_1636.txt,"I didn't so much take cover in the underbrush, I collided with it.",take cover,17,10,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
421,sentence_1638.txt,Better watch your step with him.,watch your step,7,15,"[0, 1, 1, 1, 0, 0]"
422,sentence_164.txt,"How dare you do thing like that, you know, you're sort of, you, you just can't, you're almost beside yourself, as you're trying to use up all that adrenaline, all that energy that's poured into your body as you try to help that child across the road, knowing in actual fact you can't.",beside yourself,94,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
423,sentence_1640.txt,You've already had one long journey today and I'd rather you didn't fall asleep at the wheel.,asleep at the wheel,73,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
424,sentence_1642.txt,"I'm supposed to be resting, but after I'd had forty winks, I felt a lot better, so I toddled over here.",forty winks,46,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
425,sentence_1644.txt,"When they do, they hit the sack for marathon love-making sessions, that's once Bill's made the bed.",hit the sack,19,12,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
426,sentence_1645.txt,Or you can do absolutely nothing but lie in the sun in the garden and tan.,lie in,37,6,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
427,sentence_1646.txt,See when I go down to John's now I'm out like a light there.,out like a light,37,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
428,sentence_1647.txt,"For, to conceal the fact that in her utter astonishment she was looking ready to drop, Naylor moved his chair closer to her and drew her attention by planting a light and loving kiss on her cheek.",ready to drop,72,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
429,sentence_1648.txt,"I sleep like a log, a clear conscience.",sleep like a log,2,16,"[0, 1, 1, 1, 1, 0, 0, 0]"
430,sentence_1649.txt,Better sleep on it.,sleep on it,7,11,"[0, 1, 1, 1]"
431,sentence_165.txt,"But I was, I was bored to tears.",bored to tears,17,14,"[0, 0, 0, 0, 0, 1, 1, 1]"
432,sentence_1652.txt,"If, however, there is a constant flow of parasites from an infected sleeping partner, say, then previous sensitization will be unable to prevent further infection.",sleeping partner,68,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
433,sentence_1657.txt,"Then back to square one, right?",back to square one,5,18,"[0, 1, 1, 1, 1, 0]"
434,sentence_1658.txt,Well there's a shirt and tie in the bag in Lee's bedroom.,in the bag,29,10,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
435,sentence_1659.txt,His government's free-the-market monetarism was beginning to bear fruit.,bear fruit,61,10,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
436,sentence_1660.txt,I want to do well for the club but I seem to be heading up a blind alley and maybe a move is the only solution.,up a blind alley,56,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
437,sentence_1661.txt,I long for a blockbuster that's also good writing,blockbuster,13,11,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
438,sentence_1664.txt,"Evans made the saving tackle, just as he did when Tony Stanger, having barn-stormed out of Wayne Proctor's tackle, threatened to bring the house down in a move created by Craig Chalmers' adroit collection of Mike Rayer's kick, the irrepressible Armstrong arcing out of harm's way on a touchline blast and the thumping support of Cronin and Kenny Milne (one tighthead to the good).",bring the house down,129,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
439,sentence_1664.txt,"Evans made the saving tackle, just as he did when Tony Stanger, having barn-stormed out of Wayne Proctor's tackle, threatened to bring the house down in a move created by Craig Chalmers' adroit collection of Mike Rayer's kick, the irrepressible Armstrong arcing out of harm's way on a touchline blast and the thumping support of Cronin and Kenny Milne (one tighthead to the good).",out of harm's way,262,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
440,sentence_1669.txt,One of Britain's biggest service companies has come to grief with disastrous figures and a crash in its shares.,come to grief,47,13,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
441,sentence_1670.txt,One of Ken's aunts had come up in the world and arrived at the cemetery wearing a fur coat which was donned purely and simply,come up in the world,23,20,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
442,sentence_1674.txt,Labour led by Mr Smith would apparently be on course for victory.,on course for,43,13,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
443,sentence_1675.txt,"As he sees it, the crest of the wave is coming right his way.",crest of the wave,19,17,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
444,sentence_1676.txt,It's often best to cut your losses early on,cut your losses,19,15,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
445,sentence_1678.txt,It could also provide a dead cert for some future Gold Cup.,dead cert,24,9,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
446,sentence_1679.txt,"Recruiting outsiders is a dead duck for the moment, another five years of failure and the time may yet come.",dead duck,26,9,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
447,sentence_168.txt,You've got a chip on your shoulder about James.,chip on your shoulder,13,21,"[0, 0, 0, 1, 1, 1, 1, 0, 0]"
448,sentence_1680.txt,Male speaker It's heartbreaking to see your ducks dead in the water.,dead in the water,50,17,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
449,sentence_1683.txt,The rest was all downhill.,all downhill,13,12,"[0, 0, 0, 1, 1]"
450,sentence_1684.txt,"However, even if you draw a blank, it is always worth checking to see whether or not you can influence the external event that starts the sequence, so either while you are being hindered by an unproductive feeling or after an experience where you were hindered",draw a blank,21,12,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
451,sentence_1687.txt,"Who's going to look after them when they fall flat on their face and come whining, that's what I want to know?",fall flat,41,9,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
452,sentence_1688.txt,"Its own nature, the fall from grace, the eating of the fruit of the knowledge of good and evil?",fall from grace,20,15,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
453,sentence_169.txt,I didn't know I could have such a good time so close to home.,close to home,47,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
454,sentence_1693.txt,"Like Walker, Gould is adamant that his team's form isn't just a flash in the pan.",flash in the pan,64,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
455,sentence_1695.txt,Now he's gone back to driving school in an effort to pass with flying colours.,with flying colours,58,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
456,sentence_1696.txt,Voice over Despite missing 7 first team regulars Gloucester got off to a flying start.,flying start,73,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
457,sentence_1697.txt,"But they had also demonstrated, by their eagerness to deflect him from it, that his was no fool 's errand.",fool 's errand,91,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
458,sentence_1698.txt,If he seems to have had a foot in the door for an awfully long time then that is probably because he made his debut as an 18-year-old during the Dermot Reeve era.,foot in the door,26,16,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
459,sentence_1699.txt,Both love algae and probably browse it away before it can get a foothold.,get a foothold,58,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
460,sentence_17.txt,"So, you know, whilst I'm a little bit reluctant, in a way I think that's water under the bridge, and in my view actually the extension improves it all.",water under the bridge,73,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
461,sentence_170.txt,"The leisurewear industry would come apart at the seams, literally, without this indispensable fastening.",come apart at the seams,31,23,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
462,sentence_1700.txt,"The new front runner is New Zealand, co-hosts of the inaugural 1987 World Cup.",front runner,8,12,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
463,sentence_1701.txt,"Do we have the makings of a champion, or does stress and anxiety get the better of you?",get the better of you,65,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
464,sentence_1705.txt,Matron will go up in smoke if he doesn't.,go up in smoke,12,14,"[0, 0, 1, 1, 1, 1, 0, 0, 0]"
465,sentence_1706.txt,"I look like I've got it made, don't I?",got it made,17,11,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
466,sentence_1708.txt,"The country is still on its knees, exhausted from 25 years of Ceaucescu's oppression",on its knees,21,12,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
467,sentence_1709.txt,hey haven't achieved such a swing since its landslide victory in 1945.,landslide victory,44,17,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
468,sentence_1711.txt,She's working like a beaver and improving in leaps and bounds.,leaps and bounds,45,16,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
469,sentence_1713.txt,Or will they live to fight another day?,live to fight another day,13,25,"[0, 0, 0, 1, 1, 1, 1, 1]"
470,sentence_1714.txt,You've come a long way in a short time.,come a long way,7,15,"[0, 1, 1, 1, 1, 0, 0, 0, 0]"
471,sentence_1715.txt,"With demand for homeloans at a low ebb, few will want to go higher.",at a low ebb,26,12,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
472,sentence_1716.txt,"If anybody can make a comeback, he will and I'm not one of his great admirers.",make a comeback,15,15,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
473,sentence_1717.txt,Make the cut through the floorboard as near as possible to the middle of a joist.,Make the cut,0,12,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
474,sentence_1718.txt,Think you can make a go of it?,make a go of,14,12,"[0, 0, 0, 1, 1, 1, 1, 0]"
475,sentence_1719.txt,Achieving a standstill is vital for Heron if it is to make headway in rescheduling its debt.,make headway,54,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
476,sentence_172.txt,"Lexandro felt cut to the quick, and wished he could kill this impertinent if perceptive Sergeant.",cut to the quick,14,16,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
477,sentence_1720.txt,"Happily, the faux-pas hasn't stopped Dino continuing to make inroads into the Irish record market",make inroads,56,12,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
478,sentence_1721.txt,"Be under no illusion, Murder By Misadventure deserves to make a killing.",make a killing,57,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
479,sentence_1722.txt,What the charity groups think of him is hardly going to make or break him in the operatic world.,make or break,56,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
480,sentence_1725.txt,Are you ready for the moment of truth?,moment of truth,22,15,"[0, 0, 0, 0, 0, 1, 1, 1]"
481,sentence_1727.txt,I think a lot of readers will recognise your Murphy 's Law Jean and may even have another name for it.,Murphy 's Law,45,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
482,sentence_1728.txt,We're not getting anywhere like this.,not getting anywhere,6,20,"[0, 1, 1, 1, 0, 0]"
483,sentence_173.txt,Yeah it is deep down isn't it?,deep down,11,9,"[0, 0, 0, 1, 1, 0, 0]"
484,sentence_1731.txt,And Caro knew that Hugh was out of the picture.,out of the picture,28,18,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
485,sentence_1732.txt,"The King of British Airways was, shall we say, a bit ahead of the pack.",ahead of the pack,53,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
486,sentence_1733.txt,Did you get the sack or did you just pack it in?,pack it in,37,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
487,sentence_1734.txt,"Ben Shepherd, for you'll find it hard to pass muster as a simple man.",pass muster,41,11,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
488,sentence_1736.txt,Fusion takes place in the Sun protons fusing to deuterons eventually producing helium and liberating heat.,place in the Sun,13,16,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
489,sentence_1737.txt,"The collapse of the junk-bond market has put the kibosh on a management buy-out of Wickes, an engineering and home-furnishings company.",put the kibosh on,41,17,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
490,sentence_1738.txt,My only regret is that he didn't turn up at court to watch his Pyrrhic victory.,Pyrrhic victory,63,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
491,sentence_1739.txt,"This is an affair of the heart, rags to riches Roxanne had said before the wedding.",rags to riches,32,14,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
492,sentence_174.txt,"He waited to be instructed, what else a Rifleman could do to be less like a fish out of water in a battalion of Grenadiers.",fish out of water,76,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
493,sentence_1740.txt,"However, the Moderati of the Clavicles between them control a macro-cannon riding high on our carapace, and a defence laser too.",riding high,75,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
494,sentence_1741.txt,"People talk about athletes who can rise to the occasion, about Joe Montana and Michael Jordan.",rise to the occasion,35,20,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
495,sentence_1742.txt,"I found I had to be very firm with her, or she'd have run rings around me, and how would she learn?",run rings around,54,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
496,sentence_1743.txt,I want to sail through with you like the fish.,sail through,10,12,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
497,sentence_1744.txt,And not even Glen Hoddle's magic touch could save the day.,save the day,45,12,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
498,sentence_1745.txt,"Why shouldn't Gay come to Sunset Cottage, and sink or swim with them?",sink or swim,46,12,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
499,sentence_1746.txt,Sky 's the limit right?,Sky 's the limit,0,16,"[1, 1, 1, 1, 0]"
500,sentence_1747.txt,She'd never have had a smash hit on Broadway if she'd stayed here to work.,smash hit,23,9,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
501,sentence_175.txt,"In a fit of pique, she'd included some wild canvases in the last show.",fit of pique,5,12,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
502,sentence_1751.txt,But utility developers shouldn't throw in the towel just yet.,throw in the towel,33,18,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
503,sentence_1752.txt,It wasn't a battle for top dog after all.,top dog,23,7,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
504,sentence_1753.txt,We're on the up and up.,on the up and up,6,16,"[0, 1, 1, 1, 1, 1]"
505,sentence_1754.txt,"So, with luck, they hoped to weather the storm.",weather the storm,29,17,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
506,sentence_1755.txt,A win-win outcome is where all parties involved are successful in achieving their objectives.,win-win,2,7,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
507,sentence_1756.txt,"The fine talk in the sessions about love and understanding, give and take, began to wither on the vine.",wither on the vine,84,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
508,sentence_1757.txt,She whacked butter and eggs with her wooden spoon.,wooden spoon,37,12,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
509,sentence_176.txt,"Well despite that freudian slip there, no they don't take problem owners.",freudian slip,18,13,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
510,sentence_1760.txt,The Mishcon job came like a bolt from the blue.,bolt from the blue,28,18,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
511,sentence_1761.txt,"If the two papers had appeared out of the blue, with no preparation of the scientific ground, they would surely have made an enormous impact both among astronomers and in the wider world.",out of the blue,31,15,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
512,sentence_1766.txt,His jaw dropped slightly as he took them in.,jaw dropped,4,11,"[0, 1, 1, 0, 0, 0, 0, 0, 0]"
513,sentence_1767.txt,He jumped out of his skin like he'd been stung.,jumped out of his skin,3,22,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
514,sentence_1770.txt,"Now, if you wan na know what the maximum value and negat-- if the score's are negatively correlated rather than positive, you end up with exactly the same expression, N minus one, but lo and behold it's negative.",lo and behold,184,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
515,sentence_1772.txt,"More than the architecture, the museum's Identity Card Project is likely to raise eyebrows.",raise eyebrows,76,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
516,sentence_1773.txt,"Horror-struck, she was rooted to the spot with terror, her eyes drawn to the top of the stairs, waiting for the first sign.",rooted to the spot,23,18,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
517,sentence_1774.txt,"We are left with the unspecific practical objection, the objection that is as much to say that only seeing is believing.",seeing is believing,100,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
518,sentence_1775.txt,"He stopped dead in his tracks, rooted to the spot with horror.",stopped dead in his tracks,3,26,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
519,sentence_1775.txt,"He stopped dead in his tracks, rooted to the spot with horror.",rooted to the spot,31,18,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
520,sentence_1776.txt,Meryl was struck dumb.,struck dumb,10,11,"[0, 0, 1, 1]"
521,sentence_178.txt,Try to get a grip on yourself and tell me about it.,get a grip on yourself,7,22,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
522,sentence_1780.txt,"Words fail me, I tell you.",Words fail me,0,13,"[1, 1, 1, 0, 0, 0]"
523,sentence_1785.txt,"He told her he and Mallachy had got involved through Mallachy's big mouth in a late-club row up the Malone Road where some students had been blowing off their mouths over politics and religion, and it had almost come to blows.",come to blows,212,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
524,sentence_1786.txt,He would also fight tooth and nail to keep her from the likes of Tommy Allen.,fight tooth and nail,14,20,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
525,sentence_1788.txt,"But he doesn't wanna hear everyone have a free for all, if you've got something to say, well say it.",free for all,42,12,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
526,sentence_1789.txt,"However, one party source said 'The gloves are off.'",gloves are off,36,14,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
527,sentence_179.txt,You could get it out of your system.,get it out of your system,10,25,"[0, 0, 1, 1, 1, 1, 1, 1]"
528,sentence_1791.txt,"It is important, for any member of the Tit for Tat family of strategies, that the players are punished for defection.",Tit for Tat,39,11,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
529,sentence_1792.txt,"The market traders are up in arms about this and I found them in the process of trying to get a petition together but it it wasn't put together right, they were just getting people to sign blank pieces of paper.",up in arms,23,10,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
530,sentence_1794.txt,Fullback Marty Roebuck continues to be in the wars and suffered a broken jaw in a pre-season club trial.,in the wars,39,11,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
531,sentence_1795.txt,"Whether this power is enough to justify the description of the governors as the body under whose direction the school operates, is a moot point.",a moot point,131,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
532,sentence_1796.txt,"During the war now come nineteen thirty nine and that stale period when er there was nothing doing really in France, between the time that er our expedition to the to the Maginot line and all that.",nothing doing,85,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
533,sentence_1797.txt,"Moreover, its existence was completely at odds with the national trend for community care, since patients who were referred were brought to a location quite remote from the area in which they had lived.",at odds,39,7,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
534,sentence_1798.txt,Dr George Carey held out an olive branch to opponents by saying clergy opposed to women priests would not be barred from becoming bishops.,olive branch,28,12,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
535,sentence_1799.txt,"That first day at school depressed me, and during the next few days I begged my parents to let me stay at home, which of course was out of the question.",out of the question,132,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
536,sentence_18.txt,"In 1978, in an attempt to wipe the slate clean, Pinochet declared an amnesty to cover all human rights abuses since the coup.",wipe the slate clean,26,20,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
537,sentence_180.txt,Jane could not get worked up about any car.,get worked up,15,13,"[0, 0, 0, 1, 1, 1, 0, 0, 0]"
538,sentence_1800.txt,That was before I was cognisant of the fact that my Wakefield caucus would only have one in over my dead body.,over my dead body,92,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
539,sentence_1801.txt,"Mr Kim, a former dissident who had been jailed by a military regime, was reluctant to pick a fight with the brass after only a few months in office.",pick a fight,86,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
540,sentence_1802.txt,They would have been hard pressed to pick holes in what he says.,pick holes,37,10,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
541,sentence_1804.txt,"Mr Smith geared up for what threatens to become an all-out running battle with the Government, by accusing John Major of deceit.",running battle,59,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
542,sentence_1806.txt,"Malone rushed from his dug-out to protest and was joined by Linfield officials in a shouting match, with both factions having to be physically restrained by players.",shouting match,84,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
543,sentence_1808.txt,None of us can sit on the fence.,sit on the fence,15,16,"[0, 0, 0, 0, 1, 1, 1, 1]"
544,sentence_181.txt,"How did he go to pieces, when you say he went to pieces?",go to pieces,11,12,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
