,candidate,words,tags,tags_fixed
926,scratch [pron] head,"Grant scratches his head , holding the silence naturally .",O B-IDIOM I-IDIOM I-IDIOM O O O O O O,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
927,scratch [pron] head,"‘ I du n no , ’ said Forest , scratching his head .",O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
928,scratch [pron] head,Rubberneck scratched his head .,O B-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 0]"
929,scratch [pron] head,Do not scratch your head !,O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 1, 1, 1, 0]"
930,scratch [pron] head,When another few minutes went by she was scratching her head to try and think up some way of making sure that Naylor would consider any such notion laughable .,O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
931,scratch [pron] head,Here 's a quiz that will get you scratching your head — all the prizes for this competition relate to fleas !,O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
932,scratch [pron] head,Back at home again I came down to breakfast one morning scratching my head and my hair started to fall out .,O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
933,scratch [pron] head,[ scratches his Head . ],O B-IDIOM I-IDIOM I-IDIOM O O,"[0, 1, 1, 1, 0, 0]"
934,scratch [pron] head,"‘ So I scratch my head , ’ the father said .",O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
935,scratch [pron] head,"She yawned and scratched her head , messing her hair still further .",O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
936,scratch [pron] head,"He told himself that the itching in his scalp was just a heat rash , and determined not to scratch his head in the presence of the nurse .",O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
937,scratch [pron] head,I scratched my head .,O B-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 0]"
938,scream blue murder,His bus turned into an Inter-City express without brakes and he sat on top and screamed blue murder .,O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
939,scream blue murder,"She could scream blue murder , but half an hour later would be the life of a dinner party , for she was very vain and never missed a chance to show herself off .",O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
940,scream blue murder,"TACKLING your opponent very hard and then lifting him up with your hands under his armpits and pulling his hairs until he is screaming blue murder — and you say to the referee ‘ Well , I 'm only trying to help him ! ’",O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
941,see [pron] point,"But if you jog his memory , he will see your point before he can help it .",O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
942,see [pron] point,I can see her point . ’,O O B-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 1, 1, 1, 0, 0]"
943,see [pron] point,I hope they will be able to see my point of view just as I will be open to their views and opinions about this issue .,O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
944,see [pron] point,"If they equate punishment with physical punishment , I can see their point and would generally agree with them ( although most parents would feel that such a proposition is very difficult to apply ) .",O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
945,see [pron] point,"He begins by flattering Brutus , in efforts to manipulate him into seeing his point of view .",O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
946,see [pron] point,"‘ But I can see his point , ’ Matthew said .",O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
947,see [pron] point,I saw his point .,O B-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 0]"
948,see [pron] point,Will he bring home to Ministers on the continent the fact that the headage basis would prove devastating for hill and upland farmers in the United Kingdom and will he do everything possible to make those Ministers see our point of view ?,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
949,see [pron] point,He saw my point . ’,O B-IDIOM I-IDIOM I-IDIOM O O,"[0, 1, 1, 1, 0, 0]"
950,see [pron] point,See your point .,B-IDIOM I-IDIOM I-IDIOM O,"[1, 1, 1, 0]"
951,see [pron] point,She had seen his point of view and expressed it even better than he did .,O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
952,see [pron] point,I should not yield to theirs unless I see its point and come to agree with them .,O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
953,sell [pron] soul to [pron] devil,Have to sell my soul to the devil himself .,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 0]"
954,sell [pron] soul to [pron] devil,Do you think she 's sold her soul to the Devil ? ’,O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]"
955,sell [pron] soul to [pron] devil,"Directed by Tony Hegarty For one night only , prior to opening in London , Commonwheal ‘ Exciting and revelatory … a true ensemble ’ Daily Mail , bring their new version of Marlowe 's classic tale of a man who sells his soul to the devil for knowledge and power .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
956,sell [pron] soul to [pron] devil,"HOT STUFF tells the story of ballroom dancing wimp Joe Soap who sells his soul to the devil , Lucy Fur , in order to become the biggest rock star the world has ever seen .",O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
957,sell [pron] soul to [pron] devil,Faustus wilfully ends himself ; he sells his soul to the devil .,O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
958,set [pron] ball rolling,"The three of them , with four detective constables , would set the ball rolling .",O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
959,set [pron] ball rolling,"The highlight of the celebrations is the Centenary Trophy in June when the World champions , Olympic champions and England join Ireland , but the youths set the ball rolling in a series switched to Ireland from its usual four-year cycle to suit the occasion .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
960,set [pron] ball rolling,Campbell cracked his first ever senior hat-trick after England ace Wright set the ball rolling with his 62nd strike in just 87 games for the Gunners .,O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
961,set [pron] ball rolling,Then came the comeback … more a miracle as Town cracked … five goals in thirty minutes … top scorer Craig Maskell set the ball rolling … his first of the year … his twentieth of the season …,O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
962,set [pron] ball rolling,"And there was double delight for the Irish contingent as Ronnie Smyth 's under-16 squad had earlier set the ball rolling by overturning a 2–0 deficit to beat the Welsh 3–2 , thanks to a Colin Hanna hat-trick of short corner conversions in the last 15 minutes .",O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
963,set [pron] ball rolling,This new year win at Pontypool set the ball rolling .,O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
964,set [pron] ball rolling,"Q , a sharp twentysomething , set the ball rolling by applying the lessons of club culture to literature .",O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
965,set [pron] ball rolling,"To set the ball rolling , President Reagan set aside $35 million for the centre in his 1983–84 budget .",O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
966,set [pron] ball rolling,"Unfortunately , however , plastic recycling is little practised in this country although Tesco has set the ball rolling with a limited scheme .",O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
967,set [pron] ball rolling,"Wolves play a similar style , and at times one yearned for someone to set the ball rolling … literally .",O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
968,set [pron] ball rolling,"‘ As Luke will not be back in the office until around three o'clock , and as the party 's at such short notice , I 'd better go and set the ball rolling . ’",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
969,shake in [pron] shoes,"The two narrative modes walk side by side in bold yet relaxed society , and support each other in the face of the fact that Raskolnikov is shaking in his shoes .",O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
970,shake in [pron] shoes,"The thought that it might all come to nothing through a peace-outbreak had bankers , politicians and industrialists shaking in their shoes .",O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
971,shake in [pron] shoes,"And Hodkinson added : ‘ After beating a fighter as good as Mexico 's Marcos Villasana to win the title , I 'm not exactly shaking in my shoes about facing Benichou . ’",O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
972,shift gears,"Then , the sun came up and the nightmare shifted gears .",O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
973,shift gears,She looked at the strong hand as it shifted gears and continued resting on the lever .,O O O O O O O O B-IDIOM I-IDIOM O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
974,shift gears,I just keep it spinning until it gets to a point where it 's not making more power and then shift gears .,O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
975,shift gears,"Democratic optimists say Clinton will now shift gears , promoting himself as the candidate of energy and change against Bush 's stuck-in-the-mud , colourlessly pragmatic , status quo conservatism .",O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
976,shift gears,"Having effectively established the background of decadence , savagery and corruption that was Rome in 300 AD , the play shifts gears after the interval for the arrival of a travelling theatre company which is to present an entertainment for the newly installed Emperor .",O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
977,shiver down [pron] spine,The nightmare of being wrongly accused and convicted of a crime certainly sends shivers down my spine .,O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
978,shiver down [pron] spine,"Always the song of the nightingale sends shivers down my spine — because of its amazing variety , its richness and power and sheer quality .",O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
979,shiver down [pron] spine,Sent shivers down my spine .,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 1, 0]"
980,shiver down [pron] spine,Virginia felt a cold shiver down her spine .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 1, 1, 1, 1, 0]"
981,shiver down [pron] spine,The thought sent an uneasy shiver down her spine .,O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
982,shiver down [pron] spine,"One hand strayed upwards to her breast , and the gentle touch of his fingers on the hardening tip sent liquid shivers down her spine .",O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
983,skin [pron] alive,‘ I swear I will skin her alive .,O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 1, 1, 1, 0]"
984,skin [pron] alive,"‘ Even before I have appeared , they skin me alive . ’",O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
985,skin [pron] alive,"‘ Mr Miller 'd skin me alive if he could see you now , ’ she said in a pitiful voice .",O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
986,skin [pron] alive,I 'm dreadfully late and Sister Margaret will skin me alive .,O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
987,skin [pron] alive,I decided to leave the silver bracelet where it was ; Fat Harry would skin you alive for taking a crumb of bread from his plate .,O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
988,snake in [pron] grass,"They may be wise as an owl , slippery as an eel or even a snake in the grass .",O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
989,snake in [pron] grass,Kiss The snake in the grass with ssseductive,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 1, 1, 1, 1, 0, 0]"
990,snake in [pron] grass,"The snake in the grass here is , of course , Miss Coldharbour .",O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
991,snake in [pron] grass,"She knew what she was doing , that snake in the grass , that viper !",O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]"
992,snake in [pron] grass,"That viper , that snake in the grass !",O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 1, 1, 1, 1, 0]"
993,snake in [pron] grass,"With its onomatopoeic qualities , redolent of a snake in the grass , the name could have been invented by Dickens .",O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
994,snake in [pron] grass,"Wild dog , bloodsucker , snake in the grass , parasite , predator , vulture , dingo .",O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
995,snake in [pron] grass,Snake in the grass,B-IDIOM I-IDIOM I-IDIOM I-IDIOM,"[1, 1, 1, 1]"
996,speak [pron] same language,And do not forget that our users may not even speak the same language as we take our systems enterprise wide .,O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
997,speak [pron] same language,Someone from industry might be seen by employers as speaking the same language as they do themselves .,O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
998,speak [pron] same language,"If it does then the product , in conjunction with a page printer that speaks the same language , will be almost infinitely more powerful than one that does not .",O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
999,speak [pron] same language,"Right erm these notes are sort of based on a lecture that I went to when I was in sixth form erm and the theme for it is , Men And Women , Do We Speak The Same Language ?",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1000,speak [pron] same language,"However , he did not allow her to become too swamped with nervous , trembling uncertainty , as he began to talk calmly and reasonably about his brother 's future life in America , describing some of the amusing mistakes he himself had made in assuming that the English and the Americans spoke the same language — when , in fact , so many words had different meanings .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1001,spill [pron] beans,"‘ Give you thirty seconds , Archie , to spill the beans , ’ said Joe , who was still guessing .",O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1002,spill [pron] beans,‘ Are not you going to spill the beans ?,O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
1003,spill [pron] beans,"Well , in the nick of time they realized that all that Anna was wailing about was some French floozy the prince was not even particularly attached to ( a crony of Anna 's , a censorious old toad who lived in hotels and got everything half wrong , had spilt the beans to her ) .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
1004,spill [pron] beans,"He gave me a look which made me wonder whether Mavis had not , after all , spilled the beans .",O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
1005,spill [pron] beans,"Katharine Hepburn spills the beans about Hollywood in Me ( Viking , £16.99 ) , and talks engagingly about her 30-year affair with Spencer Tracy : ‘ I thought you were a rumour , ’ said his wife to her on his death .",O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1006,spill [pron] beans,The woman Gazza sacked spills the beans .,O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 1, 1, 1, 0]"
1007,spill [pron] beans,‘ Spill the beans .,O B-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 0]"
1008,spill [pron] beans,DATA LOGIC SPILLS THE BEANS ON CICS/6000,O O B-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 1, 1, 1, 0, 0]"
1009,spill [pron] beans,One of their number has just written a book questioning this kind of control and spilling the beans of angst rather as American and British feminist writers did in the Seventies .,O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1010,spill [pron] beans,"In a style guide to the New Age called Spilling the Beans , Martin Stott informs us that ‘ perhaps as much as 10% of the adult population ’ in Britain are New Agers .",O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1011,stage whisper,"On one side of the desk officials leisurely scrutinise and catalogue every marketable item , and on the other , baggage handlers maintain a cacophony of stage whispers , demanding ‘ Johnny Walker ’ .",O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
